,channel_id,created_date,country,snippet_title,snippet_description,snippet_customurl,snippet_publishedat,snippet_thumbnails_default_url,snippet_thumbnails_default_width,snippet_thumbnails_default_height,snippet_thumbnails_medium_url,snippet_thumbnails_medium_width,snippet_thumbnails_medium_height,snippet_thumbnails_high_url,snippet_thumbnails_high_width,snippet_thumbnails_high_height,snippet_localized_title,snippet_localized_description,contentdetails_relatedplaylists_likes,contentdetails_relatedplaylists_uploads,statistics_viewcount,statistics_subscribercount,statistics_hiddensubscribercount,statistics_videocount,topicdetails_topicids,topicdetails_topiccategories,status_privacystatus,status_islinked,status_longuploadsstatus,brandingsettings_channel_title,scrape_date
67,UCVHFbqXqoYvEWM1Ddxl0QDg,2007-11-09T18:05:25Z,,Android Developers,"Welcome to the official Android Developers YouTube channel. Get the latest Android news, best practices, live videos, demonstrations, tutorials, and more!
",@androiddevelopers,2007-11-09T18:05:25Z,https://yt3.ggpht.com/ND2tbbv3c3PKjaMn-pflO96159BeD6ImyuDoDSdXturz9XUeYkR3aqzYSwRjr7BYnhLQMyUNdQ=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ND2tbbv3c3PKjaMn-pflO96159BeD6ImyuDoDSdXturz9XUeYkR3aqzYSwRjr7BYnhLQMyUNdQ=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ND2tbbv3c3PKjaMn-pflO96159BeD6ImyuDoDSdXturz9XUeYkR3aqzYSwRjr7BYnhLQMyUNdQ=s800-c-k-c0x00ffffff-no-rj,800,800,Android Developers,"Welcome to the official Android Developers YouTube channel. Get the latest Android news, best practices, live videos, demonstrations, tutorials, and more!
",,UUVHFbqXqoYvEWM1Ddxl0QDg,1423072761,1400000,False,2571,"['/m/01k8wb', '/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Android Developers,1764668786732813000
68,UCVPjtOVcnKaSRI8IO3KSetA,2011-09-13T00:06:38Z,IE,zSecurity,"zSecurity is a leading provider of ethical hacking and cyber security training, we teach hacking and security to help people become ethical hackers so they can test and secure systems from black-hat hackers. 

Our goal is to educate people and increase awareness by exposing methods used by real black-hat hackers and show how to secure systems from these hackers .

Becoming an ethical hacker is simple but not easy, there are many resources online but lots of them are wrong and outdated, not only that but it is hard to stay up to date even if you already have a background in cyber security. 

At zSecurity we aim to put everything you need in one place, whether you need full training (online courses), hacking equipment or if you just want to stay up to date with the latest in ethical hacking world, you have it all in here.

Community - zsecurity.org
Company - zsecurity.com
ZSVPN - zsvpn.com
facebook.com/ZSecurity-1453250781458287
twitter.com/_zSecurity_
instagram.com/zsecurity_org
",@zsecurity,2011-09-13T00:06:38Z,https://yt3.ggpht.com/ArY4QvTCPCxlM2TkIsm5EfZ91Vzm5SLuFT_5vjcKn5yZP5F8IX53kvXe8L9zpW88yAuBr8bT=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ArY4QvTCPCxlM2TkIsm5EfZ91Vzm5SLuFT_5vjcKn5yZP5F8IX53kvXe8L9zpW88yAuBr8bT=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ArY4QvTCPCxlM2TkIsm5EfZ91Vzm5SLuFT_5vjcKn5yZP5F8IX53kvXe8L9zpW88yAuBr8bT=s800-c-k-c0x00ffffff-no-rj,800,800,zSecurity,"zSecurity is a leading provider of ethical hacking and cyber security training, we teach hacking and security to help people become ethical hackers so they can test and secure systems from black-hat hackers. 

Our goal is to educate people and increase awareness by exposing methods used by real black-hat hackers and show how to secure systems from these hackers .

Becoming an ethical hacker is simple but not easy, there are many resources online but lots of them are wrong and outdated, not only that but it is hard to stay up to date even if you already have a background in cyber security. 

At zSecurity we aim to put everything you need in one place, whether you need full training (online courses), hacking equipment or if you just want to stay up to date with the latest in ethical hacking world, you have it all in here.

Community - zsecurity.org
Company - zsecurity.com
ZSVPN - zsvpn.com
facebook.com/ZSecurity-1453250781458287
twitter.com/_zSecurity_
instagram.com/zsecurity_org
",,UUVPjtOVcnKaSRI8IO3KSetA,21367899,577000,False,316,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,zSecurity,1764668786732813000
69,UCVeW9qkBjo3zosnqUbG7CFw,2011-02-06T03:59:46Z,US,John Hammond,Free Cybersecurity Education and Ethical Hacking.,@_johnhammond,2011-02-06T03:59:46Z,https://yt3.ggpht.com/z4IRMWHxCA23E2Xb9z5-Aob4Wt1I6StDTUFUoGADbedjRWT3ycbdWJBI2uRFwVEyzgcftrF7eFk=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/z4IRMWHxCA23E2Xb9z5-Aob4Wt1I6StDTUFUoGADbedjRWT3ycbdWJBI2uRFwVEyzgcftrF7eFk=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/z4IRMWHxCA23E2Xb9z5-Aob4Wt1I6StDTUFUoGADbedjRWT3ycbdWJBI2uRFwVEyzgcftrF7eFk=s800-c-k-c0x00ffffff-no-rj,800,800,John Hammond,Free Cybersecurity Education and Ethical Hacking.,,UUVeW9qkBjo3zosnqUbG7CFw,82711285,2090000,False,1754,"['/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,John Hammond,1764668786732813000
70,UCW6J17hZ_Vgr6cQgd_kHt5A,2008-06-06T14:56:26Z,US,MobileTechReview,"Lisa Gade from MobileTechReview brings you video reviews of the latest mobile technology: smartphones, Android tablets, Windows tablets, Ultrabooks, Convertible laptops, cameras, iPhone and iPad related items and more.

*Manufacturers and vendors: Please note that we only use MobileTechReview.com email addresses for official correspondence regarding review units. We never use web mail services.",@mobiletechreview,2008-06-06T14:56:26Z,https://yt3.ggpht.com/zQ_Xo3V4VSqpUR3h8rqxOs2hKnMH9wiO55Bwp8IVg3rHzFE0zKbclHtBU3e8RcNsKvM_J34z=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/zQ_Xo3V4VSqpUR3h8rqxOs2hKnMH9wiO55Bwp8IVg3rHzFE0zKbclHtBU3e8RcNsKvM_J34z=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/zQ_Xo3V4VSqpUR3h8rqxOs2hKnMH9wiO55Bwp8IVg3rHzFE0zKbclHtBU3e8RcNsKvM_J34z=s800-c-k-c0x00ffffff-no-rj,800,800,MobileTechReview,"Lisa Gade from MobileTechReview brings you video reviews of the latest mobile technology: smartphones, Android tablets, Windows tablets, Ultrabooks, Convertible laptops, cameras, iPhone and iPad related items and more.

*Manufacturers and vendors: Please note that we only use MobileTechReview.com email addresses for official correspondence regarding review units. We never use web mail services.",,UUW6J17hZ_Vgr6cQgd_kHt5A,309957334,967000,False,1930,"['/m/0bzvm2', '/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,MobileTechReview,1764668786732813000
71,UCWWO3yt3b5R_LrWHReU0b-g,2022-04-23T18:07:01.035787Z,GB,BeSA Cloud Academy,"Helping You Build AWS Skills & Land a Cloud Job! ☁️

Welcome to BeSA (Become a Solutions Architect)! If you're unsure where to start in cloud tech or feel stuck, you're in the right place.

Breaking into cloud tech can be overwhelming. We're here to guide you and help you build the technical and personal skills needed to land that cloud job.

What We Offer:
➡️ Guided Sessions with Cloud Pros: Learn directly from AWS professionals who’ve been where you are.

➡️ Hands-On AWS Training: Gain practical experience with AWS services and architecture.

➡️ Career Support: Build soft skills—like communication and problem-solving—that make you stand out.

Whether you're starting out, changing careers, or leveling up, BeSA is here to help you succeed in cloud tech. Ready to take the next step? 🚀

⚠️ Disclaimer: This program isn’t officially affiliated with AWS. We’re passionate cloud pros volunteering to help you on your journey.

",@be-sa,2022-04-23T18:07:01.035787Z,https://yt3.ggpht.com/xaEr0XAMVZK5mPnsOxr_14XNK02eyde8N6BSxIfG5oPjIfvaILAtK6ugQq1KOz10HfGMZtt1=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/xaEr0XAMVZK5mPnsOxr_14XNK02eyde8N6BSxIfG5oPjIfvaILAtK6ugQq1KOz10HfGMZtt1=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/xaEr0XAMVZK5mPnsOxr_14XNK02eyde8N6BSxIfG5oPjIfvaILAtK6ugQq1KOz10HfGMZtt1=s800-c-k-c0x00ffffff-no-rj,800,800,BeSA Cloud Academy,"Helping You Build AWS Skills & Land a Cloud Job! ☁️

Welcome to BeSA (Become a Solutions Architect)! If you're unsure where to start in cloud tech or feel stuck, you're in the right place.

Breaking into cloud tech can be overwhelming. We're here to guide you and help you build the technical and personal skills needed to land that cloud job.

What We Offer:
➡️ Guided Sessions with Cloud Pros: Learn directly from AWS professionals who’ve been where you are.

➡️ Hands-On AWS Training: Gain practical experience with AWS services and architecture.

➡️ Career Support: Build soft skills—like communication and problem-solving—that make you stand out.

Whether you're starting out, changing careers, or leveling up, BeSA is here to help you succeed in cloud tech. Ready to take the next step? 🚀

⚠️ Disclaimer: This program isn’t officially affiliated with AWS. We’re passionate cloud pros volunteering to help you on your journey.

",,UUWWO3yt3b5R_LrWHReU0b-g,309429,18600,False,227,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,BeSA Cloud Academy,1764668787264490000
72,UCWdby8DQ9aDSPnnJGWKh4vA,2021-02-24T22:33:59.847131Z,US,Type-C Tech Reviews,"Hey guys!  My name is Los and I run this channel, Type-C Tech Reviews.  I have a passion for monitors, setups, and TECH and love reviewing it for all you guys!  I also have an addiction to Rick and Morty, Type-C Tech Reviews 100 Years, Type-C Tech Reviews foreverrrrr!",@typectechreviews,2021-02-24T22:33:59.847131Z,https://yt3.ggpht.com/sVlJKlXQav4N7t0Ddij_5Hb_3FpcVDLkovfEP3Eu7XPXex2BGsd39gfqp7xT59vb6M72DJSrobc=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/sVlJKlXQav4N7t0Ddij_5Hb_3FpcVDLkovfEP3Eu7XPXex2BGsd39gfqp7xT59vb6M72DJSrobc=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/sVlJKlXQav4N7t0Ddij_5Hb_3FpcVDLkovfEP3Eu7XPXex2BGsd39gfqp7xT59vb6M72DJSrobc=s800-c-k-c0x00ffffff-no-rj,800,800,Type-C Tech Reviews,"Hey guys!  My name is Los and I run this channel, Type-C Tech Reviews.  I have a passion for monitors, setups, and TECH and love reviewing it for all you guys!  I also have an addiction to Rick and Morty, Type-C Tech Reviews 100 Years, Type-C Tech Reviews foreverrrrr!",,UUWdby8DQ9aDSPnnJGWKh4vA,16441561,42900,False,230,"['/m/0bzvm2', '/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Type-C Tech Reviews,1764668787029995000
73,UCWv7vMbMWH4-V0ZXdmDpPBA,2014-10-07T00:40:53Z,US,Programming with Mosh,"Hi! I'm Mosh 👋, a software engineer with over 20 years of experience.  I'm all about clear, concise, practical coding tutorials – no fluff, just the good stuff! My courses focus on real-world projects and the skills that will get you hired. I've helped millions of students transform their careers. 

Want to level up your skills? Subscribe and hit the bell to get notified when I upload new videos!

For sponsorships: partners@codewithmosh.com
",@programmingwithmosh,2014-10-07T00:40:53Z,https://yt3.ggpht.com/HCv0fXFEEcD0HRyF0_qR1K7b7qO3KCzmIoyH1DEJYB94CIUFhIE5i2t2IDIPX97W1-DK4hegww=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/HCv0fXFEEcD0HRyF0_qR1K7b7qO3KCzmIoyH1DEJYB94CIUFhIE5i2t2IDIPX97W1-DK4hegww=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/HCv0fXFEEcD0HRyF0_qR1K7b7qO3KCzmIoyH1DEJYB94CIUFhIE5i2t2IDIPX97W1-DK4hegww=s800-c-k-c0x00ffffff-no-rj,800,800,Programming with Mosh,"Hi! I'm Mosh 👋, a software engineer with over 20 years of experience.  I'm all about clear, concise, practical coding tutorials – no fluff, just the good stuff! My courses focus on real-world projects and the skills that will get you hired. I've helped millions of students transform their careers. 

Want to level up your skills? Subscribe and hit the bell to get notified when I upload new videos!

For sponsorships: partners@codewithmosh.com
",,UUWv7vMbMWH4-V0ZXdmDpPBA,258492627,4880000,False,243,"['/m/01k8wb', '/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Programming with Mosh,1764668786732813000
74,UCXuqSBlHAE6Xw-yeJA0Tunw,2008-11-25T00:46:52Z,CA,Linus Tech Tips,"Linus Tech Tips is a passionate team of ""professionally curious"" experts in consumer technology and video production who aim to educate and entertain.

Sponsorship Inquiries: partnerships@linusmediagroup.com
",@linustechtips,2008-11-25T00:46:52Z,https://yt3.ggpht.com/gnvYLhXy8FAlPXZ2RTrkrgj-5kyt0vdE2FUGVOiKGdEZIa-wN5A-7nwZBlWJLzUMmoh1NWAU=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/gnvYLhXy8FAlPXZ2RTrkrgj-5kyt0vdE2FUGVOiKGdEZIa-wN5A-7nwZBlWJLzUMmoh1NWAU=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/gnvYLhXy8FAlPXZ2RTrkrgj-5kyt0vdE2FUGVOiKGdEZIa-wN5A-7nwZBlWJLzUMmoh1NWAU=s800-c-k-c0x00ffffff-no-rj,800,800,Linus Tech Tips,"Linus Tech Tips is a passionate team of ""professionally curious"" experts in consumer technology and video production who aim to educate and entertain.

Sponsorship Inquiries: partnerships@linusmediagroup.com
",,UUXuqSBlHAE6Xw-yeJA0Tunw,9120874632,16600000,False,7006,"['/m/019_rr', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Linus Tech Tips,1764668786732813000
75,UCZGGwqjk5jfO4vN1SOCJ2ew,2019-02-22T05:25:39Z,MT,Digital Cloud Training,"At Digital Cloud Training, we help you gain the practical skills needed to land your next cloud job.

Our on-demand video courses and practice exams are designed to help you pass your AWS certification exams.

If you're keen to fast-track your cloud career, join our Cloud Mastery Bootcamps, where you’ll work on real-world projects and develop hands-on expertise to excel in the fast-growing cloud industry.

In this channel, we focus on AWS and cloud computing, offering training tutorials, practical certification strategies, and career advice to help you navigate the cloud job market.

Subscribe today to stay updated on the latest cloud trends, AWS certifications, and career opportunities.

🌐 Visit us at https://digitalcloud.training to explore our training programs and start building your future in the cloud.
",@digitalcloudtraining,2019-02-22T05:25:39Z,https://yt3.ggpht.com/ytc/AIdro_kKMeyBkS_2hZHpkochAarWD4mjNPCn_7RH0Vz_zdWTkiU=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_kKMeyBkS_2hZHpkochAarWD4mjNPCn_7RH0Vz_zdWTkiU=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_kKMeyBkS_2hZHpkochAarWD4mjNPCn_7RH0Vz_zdWTkiU=s800-c-k-c0x00ffffff-no-rj,800,800,Digital Cloud Training,"At Digital Cloud Training, we help you gain the practical skills needed to land your next cloud job.

Our on-demand video courses and practice exams are designed to help you pass your AWS certification exams.

If you're keen to fast-track your cloud career, join our Cloud Mastery Bootcamps, where you’ll work on real-world projects and develop hands-on expertise to excel in the fast-growing cloud industry.

In this channel, we focus on AWS and cloud computing, offering training tutorials, practical certification strategies, and career advice to help you navigate the cloud job market.

Subscribe today to stay updated on the latest cloud trends, AWS certifications, and career opportunities.

🌐 Visit us at https://digitalcloud.training to explore our training programs and start building your future in the cloud.
",,UUZGGwqjk5jfO4vN1SOCJ2ew,5930589,83100,False,379,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,Digital Cloud Training,1764668787029995000
76,UCZf_9SblvM8iTTkouFEcHtA,2024-05-29T01:43:27.123767Z,US,Marina Wyss - AI & Machine Learning,"Senior Applied Machine Learning Scientist at Twitch/Amazon helping you with your AI/ML/Data Science career.
",@marinawyssai,2024-05-29T01:43:27.123767Z,https://yt3.ggpht.com/IXHMIN2j4jNKdNMALWVtxi4b0h3_6d-QXMdmQpqAmyxLkrAL6zoAQgsLpr5j7GQWCfJvSyJYfg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/IXHMIN2j4jNKdNMALWVtxi4b0h3_6d-QXMdmQpqAmyxLkrAL6zoAQgsLpr5j7GQWCfJvSyJYfg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/IXHMIN2j4jNKdNMALWVtxi4b0h3_6d-QXMdmQpqAmyxLkrAL6zoAQgsLpr5j7GQWCfJvSyJYfg=s800-c-k-c0x00ffffff-no-rj,800,800,Marina Wyss - AI & Machine Learning,"Senior Applied Machine Learning Scientist at Twitch/Amazon helping you with your AI/ML/Data Science career.
",,UUZf_9SblvM8iTTkouFEcHtA,2885605,104000,False,75,"['/m/019_rr', '/m/01k8wb', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Marina Wyss - AI & Machine Learning,1764668787029995000
77,UC_82czjFMgsYMjodhG_4mIw,2021-07-07T17:25:21.838537Z,,Tyler Ramsbey - Hack Smarter,"Hello everyone! I post videos on cybersecurity, education, leadership, and all things pertaining to the world of IT! 

Let's connect:

Twitch: https://twitch.tv/hack_smarter 
LinkedIn: https://www.linkedin.com/in/tyler-ramsbey-86221643/
Hack Smarter: https://hacksmarter.org 
",@tylerramsbey,2021-07-07T17:25:21.838537Z,https://yt3.ggpht.com/S7s-IjGWATDxTp0hymtc0MwJSkTxqlpRW6HtiAHnXzRkXQIvHLW8dmrWzXmGF7RxwZkvQA4XAMg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/S7s-IjGWATDxTp0hymtc0MwJSkTxqlpRW6HtiAHnXzRkXQIvHLW8dmrWzXmGF7RxwZkvQA4XAMg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/S7s-IjGWATDxTp0hymtc0MwJSkTxqlpRW6HtiAHnXzRkXQIvHLW8dmrWzXmGF7RxwZkvQA4XAMg=s800-c-k-c0x00ffffff-no-rj,800,800,Tyler Ramsbey - Hack Smarter,"Hello everyone! I post videos on cybersecurity, education, leadership, and all things pertaining to the world of IT! 

Let's connect:

Twitch: https://twitch.tv/hack_smarter 
LinkedIn: https://www.linkedin.com/in/tyler-ramsbey-86221643/
Hack Smarter: https://hacksmarter.org 
",,UU_82czjFMgsYMjodhG_4mIw,1944983,46200,False,767,"['/m/019_rr', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",public,True,longUploadsUnspecified,Tyler Ramsbey - Hack Smarter,1764668787029995000
78,UCa5DwgTjlWMObHDIm6-zv1A,2010-07-24T13:09:22Z,US,"Kevin Wallace Training, LLC","Welcome to my channel, where you'll find hundreds of IT videos to help you earn certs & advance your career.

While no IT topic is off-limits, most videos focus on:

✅ IT Career Strategies

✅ CompTIA Network+

✅ Cisco CCST Networking

✅ Cisco CCNA

✅ Cisco CCNP Enterprise

✅ Cisco CCNP Collaboration

✅ Ethical Hacking

✅ Network Automation

✅ Wireless Networking

Please SUBSCRIBE so you don't miss any of our weekly videos.

Still here? Awesome! Then, here's a bit about my background:

☑️ CCIEx2 #7945 Emeritus

☑️ 30+ years in IT

☑️ Own an IT training company, kwtrain.com

☑️ Former network designer at Walt Disney World (and still a MASSIVE Disney fan 😁)

☑️ Author of multiple Cisco Press books

☑️ 2x Speaker at Cisco Live

The bottom line is... I love learning about tech and then simplifying what I've learned to help others accelerate their careers.

Thanks so much for checking out my channel! I truly hope to help you get certified and grow in this industry.

- Kevin Wallace
",@kwallaceccie,2010-07-24T13:09:22Z,https://yt3.ggpht.com/ytc/AIdro_keIxPBFfNLsTL7LrZ7aDF1qfcYDSiDCEfjQObMa8O2FWw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_keIxPBFfNLsTL7LrZ7aDF1qfcYDSiDCEfjQObMa8O2FWw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_keIxPBFfNLsTL7LrZ7aDF1qfcYDSiDCEfjQObMa8O2FWw=s800-c-k-c0x00ffffff-no-rj,800,800,"Kevin Wallace Training, LLC","Welcome to my channel, where you'll find hundreds of IT videos to help you earn certs & advance your career.

While no IT topic is off-limits, most videos focus on:

✅ IT Career Strategies

✅ CompTIA Network+

✅ Cisco CCST Networking

✅ Cisco CCNA

✅ Cisco CCNP Enterprise

✅ Cisco CCNP Collaboration

✅ Ethical Hacking

✅ Network Automation

✅ Wireless Networking

Please SUBSCRIBE so you don't miss any of our weekly videos.

Still here? Awesome! Then, here's a bit about my background:

☑️ CCIEx2 #7945 Emeritus

☑️ 30+ years in IT

☑️ Own an IT training company, kwtrain.com

☑️ Former network designer at Walt Disney World (and still a MASSIVE Disney fan 😁)

☑️ Author of multiple Cisco Press books

☑️ 2x Speaker at Cisco Live

The bottom line is... I love learning about tech and then simplifying what I've learned to help others accelerate their careers.

Thanks so much for checking out my channel! I truly hope to help you get certified and grow in this industry.

- Kevin Wallace
",,UUa5DwgTjlWMObHDIm6-zv1A,11985450,159000,False,402,"['/m/01k8wb', '/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,"Kevin Wallace Training, LLC",1764668787029995000
79,UCaO6VoaYJv4kS-TQO_M-N_g,2013-08-17T03:03:39Z,US,Clément Mihailescu,"I wrote my first line of code a couple of weeks after graduating from college.

Six months later, I landed a software engineering job at Google, and at the same time, I launched AlgoExpert—an online platform that helps Software Engineers prepare for technical interviews.

After two years at Google and two subsequent months at Facebook, I decided to take the jump and to pursue AlgoExpert full-time.

A few years later and with over 200,000 paying customers, AlgoExpert is now the leading technical-interview-prep platform.

I also post on LinkedIn about software engineering and entrepreneurship to almost 500K followers: https://www.linkedin.com/in/clementmihailescu
",@clem,2013-08-17T03:03:39Z,https://yt3.ggpht.com/ytc/AIdro_koIU1OQ1u1tCCZkWN0Q_gvs9kCc3xEDz7pGQjtl32ugqyY=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AIdro_koIU1OQ1u1tCCZkWN0Q_gvs9kCc3xEDz7pGQjtl32ugqyY=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AIdro_koIU1OQ1u1tCCZkWN0Q_gvs9kCc3xEDz7pGQjtl32ugqyY=s800-c-k-c0x00ffffff-no-rj,800,800,Clément Mihailescu,"I wrote my first line of code a couple of weeks after graduating from college.

Six months later, I landed a software engineering job at Google, and at the same time, I launched AlgoExpert—an online platform that helps Software Engineers prepare for technical interviews.

After two years at Google and two subsequent months at Facebook, I decided to take the jump and to pursue AlgoExpert full-time.

A few years later and with over 200,000 paying customers, AlgoExpert is now the leading technical-interview-prep platform.

I also post on LinkedIn about software engineering and entrepreneurship to almost 500K followers: https://www.linkedin.com/in/clementmihailescu
",,UUaO6VoaYJv4kS-TQO_M-N_g,86542044,532000,False,280,"['/m/019_rr', '/m/07c1v', '/m/01k8wb']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Knowledge']",public,True,longUploadsUnspecified,Clément Mihailescu,1764668786732813000
